Name,CreateCount,CreateCountC,CreatePercent,AssigneeCount,AssigneeCountC,AssigneePercent,Involvement,ModifyCount,ModifyPercent,IncModifyCount,DecModifyCount
Yadong Qi,13,1,0.07692307692307693,13,1,0.07692307692307693,14,0,0,0,0
jobit mathew,13,0,0,13,0,0,14,0,0,0,0
Feynman Liang,13,3,0.23076923076923078,13,3,0.23076923076923078,14,0,0,0,0
"Zhang, Liye",10,1,0.1,10,1,0.1,14,0,0,0,0
Jack Hu,13,2,0.15384615384615385,13,2,0.15384615384615385,13,0,0,0,0
Linhong Liu,12,0,0,12,0,0,13,0,0,0,0
Robert Joseph Evans,10,5,0.5,12,3,0.25,12,2,0.16666666666666666,1,1
Shardul Mahadik,10,1,0.1,10,1,0.1,12,0,0,0,0
N Campbell,11,1,0.09090909090909091,11,1,0.09090909090909091,12,0,0,0,0
Brad Willard,11,0,0,11,0,0,12,0,0,0,0
Trystan Leftwich,10,3,0.3,10,3,0.3,12,0,0,0,0
Allison Wang,12,0,0,12,0,0,12,0,0,0,0
iteblog,12,0,0,12,0,0,12,0,0,0,0
Wayne Zhang,11,1,0.09090909090909091,11,1,0.09090909090909091,12,0,0,0,0
Franklyn Dsouza,10,2,0.2,11,1,0.09090909090909091,12,1,0.08333333333333333,1,0
Andrew Davidson,12,2,0.16666666666666666,12,2,0.16666666666666666,12,0,0,0,0
William Hyun,11,0,0,11,0,0,11,0,0,0,0
Adrian Bridgett,10,0,0,10,0,0,11,0,0,0,0
Rajesh Balamohan,10,1,0.1,10,0,0,10,0,0,0,0
